project_url,comment,created_at,comment_id
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"I just received my reward of two expansions here in San Diego, California, but I believe I am missing a sheet of 8-tokens in each box.  

The back of the box lists what should be inside, unfortunetly each box had (11) cardboard sheets of 8-pouch tokens for (88) total tokens instead of the 96 listed on the box and on KS project page.  In both boxes I received boards #1 to #8, plus board #9B and #10F.  One box had board #11F and in the other had board #11B.  My guess is that each box should have both #11B & #11F.

The other listed items are present:  (1) Rule Booklet; (4) six-sided approx. 7/16"" dice; (25) Card Events, and (5) Aircraft Carriers in five-card sets double sided (Set #9=Akagi; Set #10= USS Enterprise; Set #11=USS Yorktown; Set #12=USS Hornet; Set #13=Shinano).",1432672692,UHJvamVjdENvbW1lbnQtOTk3MjI5NQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,I was just wondering if anyone has received their copy yet? Or any tracking info?,1432398374,UHJvamVjdENvbW1lbnQtOTk1MTcxNg==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"By this point you would expect that all copies have shipped.  Was hoping to have it this weekend.  I am assuming it was shipped USPS, is that correct?",1432385446,UHJvamVjdENvbW1lbnQtOTk1MDc1Mw==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"So april is almost over, have they been shipped yet or what is the status. thanks in advance.",1430171975,UHJvamVjdENvbW1lbnQtOTc0MTAwNw==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"@Daniel, My bad, found the mail and downloaded the file. Sorry about that and thank you.",1429524121,UHJvamVjdENvbW1lbnQtOTY4MjU2Mg==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,@ Gianluca Casu: I actually released the print n play back in December and posted an update about it. You should have received a code for download.,1427964123,UHJvamVjdENvbW1lbnQtOTUzNDM3MA==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"Daniel, any news about the PnP?",1427963318,UHJvamVjdENvbW1lbnQtOTUzNDMwNw==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"I'm honestly a bit annoyed. This project had to be delivered in september 2014 and we get a message almost April 2015 ""It will ship soon""

I'm in for the PnP and did not appreciate the fact that Daniel found unfair that I get what I paid for. I would have got it before the time, nut seriusly, what would have been the problem?",1427116314,UHJvamVjdENvbW1lbnQtOTQwMTI4NQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"Awesome, thank you for the update.",1426874938,UHJvamVjdENvbW1lbnQtOTM3NTU4OA==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"This is making me nervous. I just had one game company declare bankruptcy and I'm probably out that money. I like the game but when there is no response for 3 months, I'm thinking something bad has happened.",1426800800,UHJvamVjdENvbW1lbnQtOTM2NTI0MQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,Yeah it would be nice to hear something from them. I'm not sure what is going on either but I just checked their website and it is still with christmas sales. I don't know if that should worry me or if they just haven't updated their website.,1426641312,UHJvamVjdENvbW1lbnQtOTM0MjY2NA==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"It would be nice to hear something ""official"".  Having back the previous KS as well, I was hoping to see more from the game system.  But, with the poor response on this KS, I cannot imagine there will be anything further....  shame.",1426441325,UHJvamVjdENvbW1lbnQtOTMxNDYyMg==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"awesome, well I'm glad someone kinda heard something haha. I hope they update soon. I'm getting worried that something major happened.",1425953719,UHJvamVjdENvbW1lbnQtOTI0NzUzNQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"I work in a game shop. Today I saw a solicitation for this game, with a June release date. Three months! So we should get our copies before then?",1425537896,UHJvamVjdENvbW1lbnQtOTE5NjEyMQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,Bueller?,1425329284,UHJvamVjdENvbW1lbnQtOTE2NjU5Nw==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,Any updates? This game is now running late and no updates in a while.,1424219034,UHJvamVjdENvbW1lbnQtOTAzODE4MQ==
https://www.kickstarter.com/projects/1364679504/seas-of-iron-rising-sun-0,"Dear Sir or Ma'am,

Please let us know how the project is progressing.  Understand if  you are behind, but any information would be appreciated.",1424131258,UHJvamVjdENvbW1lbnQtOTAyMDUyNw==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,"Olivia and Mark...you will be excited to know that Metalalia goes live on iOS on Friday, Dec 12! We are working on developing the web version next so our app can be viewed on Droid as well as on computers. It's been a crazy year!",1418289032,UHJvamVjdENvbW1lbnQtODU0ODkyNQ==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,What Olivia said?,1412964751,UHJvamVjdENvbW1lbnQtODA4NzYxMQ==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Any news?,1412730966,UHJvamVjdENvbW1lbnQtODA2NDg2MA==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,CONGRATULATIONS!!!!!,1399681310,UHJvamVjdENvbW1lbnQtNjczNzYwMw==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,If everyone put in a dollar we can meet goal!,1399648226,UHJvamVjdENvbW1lbnQtNjczMjkwMQ==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,"Thanks so much, Keith! I really like the ANF community and am delighted you found us through it. Kay, so glad that Jenna told you about it too!",1399509698,UHJvamVjdENvbW1lbnQtNjcxNjk0Mg==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Just added my backing and tried spreading the word after I saw your post in ANF recently. It's a beautiful idea and I really hope you make it!,1399508868,UHJvamVjdENvbW1lbnQtNjcxNjc4MA==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Wow this looks like a really exciting project. Glad Jenna pointed me at this :-),1399498352,UHJvamVjdENvbW1lbnQtNjcxNTE2Nw==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Wahoo! Thanks Nadine! And thank you to Kickstarter for choosing us for the Staff Picks page <3,1399265222,UHJvamVjdENvbW1lbnQtNjY4OTU4MQ==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Ya'll are on the Staff Picks page! Congrats!,1399260949,UHJvamVjdENvbW1lbnQtNjY4OTMxNg==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,you're almost there!!! keep it up!! xx,1399202290,UHJvamVjdENvbW1lbnQtNjY4NDgyNw==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,"Love it guys, can't wait to see the app when it's up and running!! Go go Metalalialialialalia!",1397226280,UHJvamVjdENvbW1lbnQtNjQ4MTY2Mw==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,"Thanks Mark! The Wind-up Boy is our most in depth story so far. We can't wait to share it. Gena, we are stoked to see how the art looks in print too!",1397032566,UHJvamVjdENvbW1lbnQtNjQ1Mzc3NQ==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Looking forward to The Wind Up Boy. Love the idea of that one.,1397026539,UHJvamVjdENvbW1lbnQtNjQ1MzMzNA==
https://www.kickstarter.com/projects/pamshaffermusic/metalalia-multimedia-fairytales-for-your-tablet-an,Stoked for the postcards!,1396994858,UHJvamVjdENvbW1lbnQtNjQ0NzMxNw==
https://www.kickstarter.com/projects/tinstarorphans/tin-star-orphans-on-vinyl,"Couldn't have done it without you, Kevin! 
let alone you Ian! 
thanks so much, guys!",1400702864,UHJvamVjdENvbW1lbnQtNjgxNzAxNw==
https://www.kickstarter.com/projects/tinstarorphans/tin-star-orphans-on-vinyl,Way to go!!!,1400698840,UHJvamVjdENvbW1lbnQtNjgxNjQ3Ng==
https://www.kickstarter.com/projects/tinstarorphans/tin-star-orphans-on-vinyl,"Me too, Kevin. I really hoped this would be funded. I wish I could do more.",1399977020,UHJvamVjdENvbW1lbnQtNjc1ODI4Mg==
https://www.kickstarter.com/projects/tinstarorphans/tin-star-orphans-on-vinyl,"I'm going to be sad if this is not funded, I really want this on vinyl!",1399737613,UHJvamVjdENvbW1lbnQtNjc0MDg4Mw==
https://www.kickstarter.com/projects/1547614792/social-studies-a-short-film,Can't wait to see the final product. (And s/o to Gabby!),1402084563,UHJvamVjdENvbW1lbnQtNjk0NjMzMw==
https://www.kickstarter.com/projects/1547614792/social-studies-a-short-film,Sorry I couldn't give more. Much success to you!,1399558002,UHJvamVjdENvbW1lbnQtNjcyMjA3Mw==
https://www.kickstarter.com/projects/1547614792/social-studies-a-short-film,Future success to come--pay it forward.,1399143187,UHJvamVjdENvbW1lbnQtNjY4MTA3OQ==
https://www.kickstarter.com/projects/1135118975/the-purple-circle,"Thank you for your appreciation, can't wait to get this rolling!",1396996221,UHJvamVjdENvbW1lbnQtNjQ0Nzc5Ng==
https://www.kickstarter.com/projects/1135118975/the-purple-circle,Olivier & Ben - Great promo piece - Congrats for getting the project off the ground!,1396990242,UHJvamVjdENvbW1lbnQtNjQ0NTgxMA==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"Thanks to all of our supporters for helping us to try and make this book possible! We can't thank you enough!
--John and Greg",1399352790,UHJvamVjdENvbW1lbnQtNjY5ODA1NQ==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"We will post another update in a few days with the latest details.
--John",1398729847,UHJvamVjdENvbW1lbnQtNjY0MTEwNw==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,Greg and I would like to welcome and thank our most recent backers that have joined us over the last few days. We appreciate all of your support! --John,1398729778,UHJvamVjdENvbW1lbnQtNjY0MTA5Ng==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,Greg and I have just posted an update. Please take a look to see how we have been preparing for the show! --John,1398199352,UHJvamVjdENvbW1lbnQtNjU5MTU1MA==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"G_Q, Greg and I just so happen to have an update in the works for posting tomorrow. Stay tuned. --John",1398123902,UHJvamVjdENvbW1lbnQtNjU4MzA5MA==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,I'm kinda shocked there hasn't been any updates or comments or anything on this one.,1398103090,UHJvamVjdENvbW1lbnQtNjU4MDAzNA==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"Thanks to everyone who pledged on day 1! Greg and I are supper excited to have your support!
--John",1397063389,UHJvamVjdENvbW1lbnQtNjQ1Nzg4Mw==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"@Flesk Publications: All of your books have been great, and I'll always be here right from the start.",1396981320,UHJvamVjdENvbW1lbnQtNjQ0MzQxMg==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,"Welcome back, Antonio. 

I just received a good question: If the dimensions of the book increase with the stretch goals, do the dimensions of the included portraits also increase?

Answer: Yes indeed. If the book dimensions increase, the art and portrait sizes will increase also.

--John",1396980504,UHJvamVjdENvbW1lbnQtNjQ0MzIyOA==
https://www.kickstarter.com/projects/481703930/sessions-spectrum-fantastic-art-portraits-by-greg,Time to get this funded!,1396977698,UHJvamVjdENvbW1lbnQtNjQ0MjQyNw==
https://www.kickstarter.com/projects/1133366241/d-y-workshop-soft-tiles,"Awesome, Daniela! You'll get there",1397268053,UHJvamVjdENvbW1lbnQtNjQ4ODkwOQ==
https://www.kickstarter.com/projects/1133366241/d-y-workshop-soft-tiles,Cool!!! Good luck D+Y!!,1397172018,UHJvamVjdENvbW1lbnQtNjQ3NTkxNg==
https://www.kickstarter.com/projects/880381747/soundverters-enhancing-the-flat-screen-tvs-sound-w,"I have had many make the same comment as you. My own cousin who is an engineer said that he was thinking about making something two months prior to me calling him and telling him about it and my progress. 

Keep in mind they will be available soon to purchase online. Feel free to visit our site and let us know what you think. www.soundverter.com

Thanks for viewing.",1398283577,UHJvamVjdENvbW1lbnQtNjYwMTg5OA==
https://www.kickstarter.com/projects/880381747/soundverters-enhancing-the-flat-screen-tvs-sound-w,Bret I've wanted to do the same thing to my TV but up to now have been to lazy. Love your idea and wish you all the best.,1398231254,UHJvamVjdENvbW1lbnQtNjU5NTI2OQ==
https://www.kickstarter.com/projects/880381747/soundverters-enhancing-the-flat-screen-tvs-sound-w,This comment has been removed by Kickstarter.,1395526254,UHJvamVjdENvbW1lbnQtNjI2NDgwMA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Pure io ci sono eh :) Marco mi devi una marchetta per un mio progetto su kickstarter!!! Buona Pasqua e p.... ...,1398246928,UHJvamVjdENvbW1lbnQtNjU5NjQwMg==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Bisogna pubblicizzare di più a mio avviso.,1397980040,UHJvamVjdENvbW1lbnQtNjU3MTA1Mw==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"ps... viviamo solo per il gran meastro.... e il curatore Gibba!!
ciao dal Ministro della Musica.............",1397735056,UHJvamVjdENvbW1lbnQtNjU0MzUzNw==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"aaaaooooooo siamo ancora a 3700 dollari......alò loro ci REGALANO ogni giorno tante risate e ci fanno scordare per 2 ore tutti i problemi!!! 
è il minimo donare qualcosa per far si che questo progetto si realizzi...il gruppo finelcone non contribuisce, e noi facciamogli vedere che la famiglia dello zoo spacca il culo a tutti!!!!",1397734947,UHJvamVjdENvbW1lbnQtNjU0MzUxNg==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"Ragazzi, ho appena donato! Ci vediamo all'anteprima del film! Ricordatevi di promuovere il progetto però, che il traguardo è molto lontano ed il termine vicino!",1397717069,UHJvamVjdENvbW1lbnQtNjU0MjA5NA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"Dopo tutto quello che ci avete dato voi ""cattivi ragazzi"" questo è il minimo, vediamo se per una volta tutti gli ascoltatori si uniscono.
P.S. Ma nel film si scoprirà la differenza tra Batman ed uno svizzero?",1397710466,UHJvamVjdENvbW1lbnQtNjU0MTYzMA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Grande Luigi! Grandi tutti! Grazie :),1397655551,UHJvamVjdENvbW1lbnQtNjUzMDIyOA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"Finalmente sono riuscito a fare il mio contributo a sto sito, ho donato più di un pacchetto di marlboro, se riesco a diminuire, vi dono di più ogni settimana. Allo zoo avete sempre belle idee, buon lavoro!!!",1397654727,UHJvamVjdENvbW1lbnQtNjUzMDA3MA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Non tiratevi indietro ora dai!!!!!! Basta una piccola donazione,1397651991,UHJvamVjdENvbW1lbnQtNjUyOTY1MQ==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,"w lo zoo!!!!! eddai cazzo siamo milioni di ascoltatori.........basterebbe qualche euro a testa!!
Ciao a tutti dal ministro della musica, Alessio Baglioni............",1397648606,UHJvamVjdENvbW1lbnQtNjUyOTE5MA==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Grandi! :),1397591263,UHJvamVjdENvbW1lbnQtNjUyMTY5NQ==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,...Ma mettete anche Santina nel film?!? UAAHHHHAAAAAHHH !!!! SIETE MITICIIIII !!!,1397591188,UHJvamVjdENvbW1lbnQtNjUyMTY3Ng==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Appena donato 30€ dai cazzo dobbiamo farcela!!!,1397577614,UHJvamVjdENvbW1lbnQtNjUxODY4Mw==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Dai ragazzi ho bisogno di vedere questo film.. Marco sei il numero 1 e Davide uguale... Grazie di tutto!!,1397565254,UHJvamVjdENvbW1lbnQtNjUxNjM1NQ==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Questo film si deve fare ! :D,1397517935,UHJvamVjdENvbW1lbnQtNjUxMTM3OQ==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,Vogliamo il FILM!!! W lo Zoo!!!,1397154985,UHJvamVjdENvbW1lbnQtNjQ3Mjk1Mw==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,:),1397150723,UHJvamVjdENvbW1lbnQtNjQ3MjAyNw==
https://www.kickstarter.com/projects/753102492/on-air-the-zoo-movie,...We only live for the Great Master!,1397146437,UHJvamVjdENvbW1lbnQtNjQ3MTEzNQ==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,Any update on when the T-Shirt/DVD will be sent to backers? Caught the film at the SDSFF...KILLER!!!,1479494505,UHJvamVjdENvbW1lbnQtMTUwNTA2OTc=
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,Anxious to see the film...any tentative date for the premier?,1438735024,UHJvamVjdENvbW1lbnQtMTA3NzMwMTA=
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,Any news on progress?,1428447252,UHJvamVjdENvbW1lbnQtOTU4NjExMA==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,"I sure hope you got ""Big Wednesday"" footage for your film",1409505291,UHJvamVjdENvbW1lbnQtNzc0NjQzNA==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,My Dad just upped the donations to the film...let's get friends and family involved and take this over the top!!!,1397783575,UHJvamVjdENvbW1lbnQtNjU1MTc1NQ==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,My Dad just upped the donations to the film...let's get friends and family involved and take this over the top!!!,1397783572,UHJvamVjdENvbW1lbnQtNjU1MTc1NA==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,"What an awesome group of backers we've got going for this incredible and important film...you'll all be proud and rewarded greatly when the full scope and historical importance of this documentary is realized.
Thanks to one and all...large and small for helping out with the Dirty Old Wedge :)",1397619867,UHJvamVjdENvbW1lbnQtNjUyNjU5NQ==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,"Let's start getting the word out on this project and ""KICK IT"" into high gear...we need more shares and likes on fb and other social media outlets...this is an important and historical film that needs to be made and we owe it to ourselves and the a World of Surfing to get this project done...let's DO IT!!!",1397579944,UHJvamVjdENvbW1lbnQtNjUxOTE5Mg==
https://www.kickstarter.com/projects/dirtyoldwedge/dirty-old-wedge,This comment has been removed by Kickstarter.,1396643900,UHJvamVjdENvbW1lbnQtNjQwMjkxMg==
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,"I waited 3 years, pretty long time really. Are you, or are you not going to make a lossless copy of the soundtrack available for the backers? I will remind you that it was promised.",1555899652,UHJvamVjdENvbW1lbnQtMjM4OTg2ODk=
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,Are we supposed to have the art book by now?,1549524486,UHJvamVjdENvbW1lbnQtMjMxMzQyMjY=
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,"Andorid version is out, i'm trying it right now, i like how it works, good job. 
Ok, now frankly, may be you don't like what i'm about to say...
I don't have a tablet, but thanks that how google play works i'm able to play in my LG Q6 phone, not a great phone but affordable for my current economic situation. 
Incredibly how smooth it works!!! only i had one or two unexpected closes, but i cannot really complaint :P
The only ""negative"" point is that i hoped that it was cross platform and i would be able to use my account and get my backer rewards onto Android.
Unfortunatelly my laptop died more than a year ago, so i'm sure i lost many Armello versions and some more rewards...
Now i'm looking foward Android phone version and unified account ;)",1538494596,UHJvamVjdENvbW1lbnQtMjE3ODU3NzQ=
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,It arrived!! And we love it a lot! And you as well! Thanks guys!,1537899250,UHJvamVjdENvbW1lbnQtMjE3MTU3MDI=
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,"I was about to ask the same as James, how is the art book processing? :)
We loved the pdf, now we need to get physical. :D",1534017995,UHJvamVjdENvbW1lbnQtMjEyODY4NzU=
https://www.kickstarter.com/projects/leagueofgeeks/armello-bringing-tabletop-adventures-to-life,I got an email last month saying that the art book is close to being sent? Is this still the case?,1532400272,UHJvamVjdENvbW1lbnQtMjExMTI0ODI=
